product_id,product_type,apr,risk_level,annual_fee,min_income_required,description
417,savings_account,0.0237523075308313,1,25,20000,"Savings account offering about 2.38% interest rate, ideal for low-risk savings and emergency funds."
418,installment_loan,0.1333883540027682,3,0,80000,"Installment loan with approximately 13.3% APR and annual fee 0 USD, suitable for medium to large purchases."
419,savings_account,0.0261380078127804,1,25,20000,"Savings account offering about 2.61% interest rate, ideal for low-risk savings and emergency funds."
420,installment_loan,0.1353288560261523,3,0,20000,"Installment loan with approximately 13.5% APR and annual fee 0 USD, suitable for medium to large purchases."
421,insurance,1.3124523883160463e-05,2,0,20000,Insurance policy product providing financial protection against unexpected events.
422,installment_loan,0.1424761117481207,3,50,40000,"Installment loan with approximately 14.2% APR and annual fee 50 USD, suitable for medium to large purchases."
423,installment_loan,0.1522945035358964,3,0,40000,"Installment loan with approximately 15.2% APR and annual fee 0 USD, suitable for medium to large purchases."
424,installment_loan,0.1549990015561193,3,50,40000,"Installment loan with approximately 15.5% APR and annual fee 50 USD, suitable for medium to large purchases."
425,installment_loan,0.1536255445989999,3,25,20000,"Installment loan with approximately 15.4% APR and annual fee 25 USD, suitable for medium to large purchases."
426,savings_account,0.0271534600005377,1,0,80000,"Savings account offering about 2.72% interest rate, ideal for low-risk savings and emergency funds."
427,insurance,0.0080064762877604,2,25,80000,Insurance policy product providing financial protection against unexpected events.
428,savings_account,0.0047023810208791,1,0,80000,"Savings account offering about 0.47% interest rate, ideal for low-risk savings and emergency funds."
429,installment_loan,0.1394617181999195,3,25,20000,"Installment loan with approximately 13.9% APR and annual fee 25 USD, suitable for medium to large purchases."
430,installment_loan,0.155196198838145,3,50,20000,"Installment loan with approximately 15.5% APR and annual fee 50 USD, suitable for medium to large purchases."
431,credit_card,0.1979890846366539,4,25,80000,"Credit card product with around 19.8% APR and annual fee 25 USD, designed for everyday spending."
432,insurance,0.0,2,50,80000,Insurance policy product providing financial protection against unexpected events.
433,savings_account,0.0273728119501117,1,100,80000,"Savings account offering about 2.74% interest rate, ideal for low-risk savings and emergency funds."
434,insurance,0.0062029488742683,2,100,40000,Insurance policy product providing financial protection against unexpected events.
435,insurance,0.0,2,25,20000,Insurance policy product providing financial protection against unexpected events.
436,installment_loan,0.1410109231616284,3,100,20000,"Installment loan with approximately 14.1% APR and annual fee 100 USD, suitable for medium to large purchases."
437,installment_loan,0.1448648003124372,3,0,80000,"Installment loan with approximately 14.5% APR and annual fee 0 USD, suitable for medium to large purchases."
438,installment_loan,0.1467577059019904,3,0,40000,"Installment loan with approximately 14.7% APR and annual fee 0 USD, suitable for medium to large purchases."
439,installment_loan,0.1483146150039677,3,25,80000,"Installment loan with approximately 14.8% APR and annual fee 25 USD, suitable for medium to large purchases."
440,savings_account,0.0159683988224752,1,0,60000,"Savings account offering about 1.60% interest rate, ideal for low-risk savings and emergency funds."
441,savings_account,0.0408109278857285,1,50,60000,"Savings account offering about 4.08% interest rate, ideal for low-risk savings and emergency funds."
442,savings_account,0.0011932461554024,1,25,80000,"Savings account offering about 0.12% interest rate, ideal for low-risk savings and emergency funds."
443,savings_account,0.0387069561278097,1,0,20000,"Savings account offering about 3.87% interest rate, ideal for low-risk savings and emergency funds."
444,installment_loan,0.1512220122322014,3,50,80000,"Installment loan with approximately 15.1% APR and annual fee 50 USD, suitable for medium to large purchases."
445,credit_card,0.1989504820870787,4,0,60000,"Credit card product with around 19.9% APR and annual fee 0 USD, designed for everyday spending."
446,insurance,0.0026575451221499,2,50,60000,Insurance policy product providing financial protection against unexpected events.
447,credit_card,0.2203297915115741,4,50,80000,"Credit card product with around 22.0% APR and annual fee 50 USD, designed for everyday spending."
448,credit_card,0.1972556725688911,4,0,60000,"Credit card product with around 19.7% APR and annual fee 0 USD, designed for everyday spending."
449,installment_loan,0.1648721258845188,3,0,60000,"Installment loan with approximately 16.5% APR and annual fee 0 USD, suitable for medium to large purchases."
450,savings_account,0.0225611215594435,1,0,80000,"Savings account offering about 2.26% interest rate, ideal for low-risk savings and emergency funds."
451,installment_loan,0.1426888098517702,3,0,40000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
452,installment_loan,0.1376240684191917,3,25,20000,"Installment loan with approximately 13.8% APR and annual fee 25 USD, suitable for medium to large purchases."
453,insurance,0.004496005458874,2,0,80000,Insurance policy product providing financial protection against unexpected events.
454,credit_card,0.2056587164584917,4,50,40000,"Credit card product with around 20.6% APR and annual fee 50 USD, designed for everyday spending."
455,savings_account,0.0304636476511057,1,0,60000,"Savings account offering about 3.05% interest rate, ideal for low-risk savings and emergency funds."
456,savings_account,0.0219409152611628,1,25,60000,"Savings account offering about 2.19% interest rate, ideal for low-risk savings and emergency funds."
457,credit_card,0.190857743660205,4,25,60000,"Credit card product with around 19.1% APR and annual fee 25 USD, designed for everyday spending."
458,credit_card,0.2070604190728421,4,0,60000,"Credit card product with around 20.7% APR and annual fee 0 USD, designed for everyday spending."
459,savings_account,0.0162400029061945,1,50,40000,"Savings account offering about 1.62% interest rate, ideal for low-risk savings and emergency funds."
460,savings_account,0.0244441978854894,1,0,60000,"Savings account offering about 2.44% interest rate, ideal for low-risk savings and emergency funds."
461,installment_loan,0.1501153243906836,3,0,40000,"Installment loan with approximately 15.0% APR and annual fee 0 USD, suitable for medium to large purchases."
462,savings_account,0.0290285913276731,1,0,40000,"Savings account offering about 2.90% interest rate, ideal for low-risk savings and emergency funds."
463,credit_card,0.1870095138522071,4,50,80000,"Credit card product with around 18.7% APR and annual fee 50 USD, designed for everyday spending."
464,installment_loan,0.1335780495445596,3,25,60000,"Installment loan with approximately 13.4% APR and annual fee 25 USD, suitable for medium to large purchases."
465,installment_loan,0.1544820696479945,3,25,40000,"Installment loan with approximately 15.4% APR and annual fee 25 USD, suitable for medium to large purchases."
466,insurance,0.0023901798211407,2,0,60000,Insurance policy product providing financial protection against unexpected events.
467,installment_loan,0.1386936956225282,3,100,80000,"Installment loan with approximately 13.9% APR and annual fee 100 USD, suitable for medium to large purchases."
468,credit_card,0.2177567496453539,4,0,80000,"Credit card product with around 21.8% APR and annual fee 0 USD, designed for everyday spending."
469,savings_account,0.0280317591651716,1,0,80000,"Savings account offering about 2.80% interest rate, ideal for low-risk savings and emergency funds."
470,installment_loan,0.1547580175392664,3,100,80000,"Installment loan with approximately 15.5% APR and annual fee 100 USD, suitable for medium to large purchases."
471,installment_loan,0.1668445485421703,3,0,40000,"Installment loan with approximately 16.7% APR and annual fee 0 USD, suitable for medium to large purchases."
472,savings_account,0.0289296307733231,1,50,60000,"Savings account offering about 2.89% interest rate, ideal for low-risk savings and emergency funds."
473,installment_loan,0.1350413504746367,3,0,20000,"Installment loan with approximately 13.5% APR and annual fee 0 USD, suitable for medium to large purchases."
474,credit_card,0.1931472196190681,4,0,80000,"Credit card product with around 19.3% APR and annual fee 0 USD, designed for everyday spending."
475,insurance,0.0,2,100,20000,Insurance policy product providing financial protection against unexpected events.
476,installment_loan,0.1538447456560115,3,0,40000,"Installment loan with approximately 15.4% APR and annual fee 0 USD, suitable for medium to large purchases."
477,credit_card,0.2111638629278215,4,100,40000,"Credit card product with around 21.1% APR and annual fee 100 USD, designed for everyday spending."
478,savings_account,0.009641187354891,1,0,20000,"Savings account offering about 0.96% interest rate, ideal for low-risk savings and emergency funds."
479,credit_card,0.204110869917199,4,0,20000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
480,savings_account,0.031217710885707,1,25,20000,"Savings account offering about 3.12% interest rate, ideal for low-risk savings and emergency funds."
481,credit_card,0.2055110201644884,4,0,20000,"Credit card product with around 20.6% APR and annual fee 0 USD, designed for everyday spending."
482,credit_card,0.214392088921846,4,0,40000,"Credit card product with around 21.4% APR and annual fee 0 USD, designed for everyday spending."
483,savings_account,0.0298124293237207,1,0,40000,"Savings account offering about 2.98% interest rate, ideal for low-risk savings and emergency funds."
484,savings_account,0.0093577042705254,1,25,60000,"Savings account offering about 0.94% interest rate, ideal for low-risk savings and emergency funds."
485,insurance,0.0040892868096361,2,25,40000,Insurance policy product providing financial protection against unexpected events.
486,credit_card,0.2280837424886817,4,0,80000,"Credit card product with around 22.8% APR and annual fee 0 USD, designed for everyday spending."
487,installment_loan,0.1677577709932365,3,25,40000,"Installment loan with approximately 16.8% APR and annual fee 25 USD, suitable for medium to large purchases."
488,installment_loan,0.164572037168116,3,25,60000,"Installment loan with approximately 16.5% APR and annual fee 25 USD, suitable for medium to large purchases."
489,credit_card,0.1999954031262217,4,0,80000,"Credit card product with around 20.0% APR and annual fee 0 USD, designed for everyday spending."
490,installment_loan,0.1568204525344057,3,25,40000,"Installment loan with approximately 15.7% APR and annual fee 25 USD, suitable for medium to large purchases."
491,credit_card,0.1997060894837652,4,0,20000,"Credit card product with around 20.0% APR and annual fee 0 USD, designed for everyday spending."
492,installment_loan,0.1398248847437135,3,100,20000,"Installment loan with approximately 14.0% APR and annual fee 100 USD, suitable for medium to large purchases."
493,installment_loan,0.1458812875027227,3,25,60000,"Installment loan with approximately 14.6% APR and annual fee 25 USD, suitable for medium to large purchases."
494,installment_loan,0.1498984382527235,3,100,40000,"Installment loan with approximately 15.0% APR and annual fee 100 USD, suitable for medium to large purchases."
495,credit_card,0.204989410507048,4,50,40000,"Credit card product with around 20.5% APR and annual fee 50 USD, designed for everyday spending."
496,insurance,0.0028362266183994,2,25,60000,Insurance policy product providing financial protection against unexpected events.
497,savings_account,0.0158073205085023,1,0,20000,"Savings account offering about 1.58% interest rate, ideal for low-risk savings and emergency funds."
498,savings_account,0.0353257421856174,1,0,80000,"Savings account offering about 3.53% interest rate, ideal for low-risk savings and emergency funds."
499,credit_card,0.2013039548567772,4,25,60000,"Credit card product with around 20.1% APR and annual fee 25 USD, designed for everyday spending."
500,insurance,0.0133684533891605,2,0,40000,Insurance policy product providing financial protection against unexpected events.
501,credit_card,0.2165356236176513,4,25,60000,"Credit card product with around 21.7% APR and annual fee 25 USD, designed for everyday spending."
502,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
503,installment_loan,0.1391456592656975,3,0,60000,"Installment loan with approximately 13.9% APR and annual fee 0 USD, suitable for medium to large purchases."
504,installment_loan,0.1461446557880264,3,25,20000,"Installment loan with approximately 14.6% APR and annual fee 25 USD, suitable for medium to large purchases."
505,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
506,installment_loan,0.1774264710624385,3,25,40000,"Installment loan with approximately 17.7% APR and annual fee 25 USD, suitable for medium to large purchases."
507,insurance,0.0,2,100,80000,Insurance policy product providing financial protection against unexpected events.
508,installment_loan,0.1579025257540647,3,0,80000,"Installment loan with approximately 15.8% APR and annual fee 0 USD, suitable for medium to large purchases."
509,credit_card,0.2121501429808655,4,50,60000,"Credit card product with around 21.2% APR and annual fee 50 USD, designed for everyday spending."
510,credit_card,0.1868114711626942,4,0,60000,"Credit card product with around 18.7% APR and annual fee 0 USD, designed for everyday spending."
511,credit_card,0.2113926834957354,4,0,20000,"Credit card product with around 21.1% APR and annual fee 0 USD, designed for everyday spending."
512,savings_account,0.0223503599194722,1,25,80000,"Savings account offering about 2.24% interest rate, ideal for low-risk savings and emergency funds."
513,credit_card,0.1913960339017258,4,50,80000,"Credit card product with around 19.1% APR and annual fee 50 USD, designed for everyday spending."
514,credit_card,0.1831236383563172,4,25,40000,"Credit card product with around 18.3% APR and annual fee 25 USD, designed for everyday spending."
515,insurance,0.0194962061755255,2,50,60000,Insurance policy product providing financial protection against unexpected events.
516,installment_loan,0.1583028937197183,3,50,80000,"Installment loan with approximately 15.8% APR and annual fee 50 USD, suitable for medium to large purchases."
517,savings_account,0.0,1,0,80000,"Savings account offering about -0.26% interest rate, ideal for low-risk savings and emergency funds."
518,installment_loan,0.1563316703128762,3,0,80000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
519,installment_loan,0.1504478574789205,3,100,40000,"Installment loan with approximately 15.0% APR and annual fee 100 USD, suitable for medium to large purchases."
520,insurance,0.0056971277256711,2,25,40000,Insurance policy product providing financial protection against unexpected events.
521,credit_card,0.2093476864386012,4,25,80000,"Credit card product with around 20.9% APR and annual fee 25 USD, designed for everyday spending."
522,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
523,installment_loan,0.1419022394421706,3,0,20000,"Installment loan with approximately 14.2% APR and annual fee 0 USD, suitable for medium to large purchases."
524,credit_card,0.1936230890758867,4,25,80000,"Credit card product with around 19.4% APR and annual fee 25 USD, designed for everyday spending."
525,installment_loan,0.1619558968662593,3,50,40000,"Installment loan with approximately 16.2% APR and annual fee 50 USD, suitable for medium to large purchases."
526,savings_account,0.0050861893477749,1,0,80000,"Savings account offering about 0.51% interest rate, ideal for low-risk savings and emergency funds."
527,savings_account,0.0337197147727743,1,0,60000,"Savings account offering about 3.37% interest rate, ideal for low-risk savings and emergency funds."
528,insurance,0.0003203216008059,2,0,60000,Insurance policy product providing financial protection against unexpected events.
529,credit_card,0.1915286448440598,4,50,80000,"Credit card product with around 19.2% APR and annual fee 50 USD, designed for everyday spending."
530,credit_card,0.2093673858180173,4,100,20000,"Credit card product with around 20.9% APR and annual fee 100 USD, designed for everyday spending."
531,insurance,0.0022054136934841,2,0,60000,Insurance policy product providing financial protection against unexpected events.
532,credit_card,0.2050305794847747,4,0,20000,"Credit card product with around 20.5% APR and annual fee 0 USD, designed for everyday spending."
533,installment_loan,0.151918318011916,3,25,80000,"Installment loan with approximately 15.2% APR and annual fee 25 USD, suitable for medium to large purchases."
534,installment_loan,0.1373918359985801,3,25,80000,"Installment loan with approximately 13.7% APR and annual fee 25 USD, suitable for medium to large purchases."
535,savings_account,0.0085467138589067,1,0,40000,"Savings account offering about 0.85% interest rate, ideal for low-risk savings and emergency funds."
536,savings_account,0.0270691214618701,1,25,20000,"Savings account offering about 2.71% interest rate, ideal for low-risk savings and emergency funds."
537,credit_card,0.1936056239270596,4,50,60000,"Credit card product with around 19.4% APR and annual fee 50 USD, designed for everyday spending."
538,savings_account,0.0184861703951143,1,0,60000,"Savings account offering about 1.85% interest rate, ideal for low-risk savings and emergency funds."
539,insurance,0.009260046862383,2,0,20000,Insurance policy product providing financial protection against unexpected events.
540,insurance,0.01623163237621,2,0,60000,Insurance policy product providing financial protection against unexpected events.
541,installment_loan,0.150200448415402,3,25,60000,"Installment loan with approximately 15.0% APR and annual fee 25 USD, suitable for medium to large purchases."
542,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
543,insurance,0.0,2,25,40000,Insurance policy product providing financial protection against unexpected events.
544,installment_loan,0.142078226380581,3,50,60000,"Installment loan with approximately 14.2% APR and annual fee 50 USD, suitable for medium to large purchases."
545,installment_loan,0.1778409065663926,3,25,20000,"Installment loan with approximately 17.8% APR and annual fee 25 USD, suitable for medium to large purchases."
546,credit_card,0.2088136863188174,4,25,40000,"Credit card product with around 20.9% APR and annual fee 25 USD, designed for everyday spending."
547,savings_account,0.0261996965030769,1,0,60000,"Savings account offering about 2.62% interest rate, ideal for low-risk savings and emergency funds."
548,installment_loan,0.1362846541683757,3,25,80000,"Installment loan with approximately 13.6% APR and annual fee 25 USD, suitable for medium to large purchases."
549,savings_account,0.0406835700551905,1,50,80000,"Savings account offering about 4.07% interest rate, ideal for low-risk savings and emergency funds."
550,credit_card,0.1896615348594278,4,0,20000,"Credit card product with around 19.0% APR and annual fee 0 USD, designed for everyday spending."
551,credit_card,0.200751272134794,4,0,20000,"Credit card product with around 20.1% APR and annual fee 0 USD, designed for everyday spending."
552,installment_loan,0.1609311543204525,3,0,40000,"Installment loan with approximately 16.1% APR and annual fee 0 USD, suitable for medium to large purchases."
553,savings_account,0.0250892142482398,1,25,80000,"Savings account offering about 2.51% interest rate, ideal for low-risk savings and emergency funds."
554,savings_account,0.0178892663787705,1,0,60000,"Savings account offering about 1.79% interest rate, ideal for low-risk savings and emergency funds."
555,savings_account,0.0133015211654743,1,0,20000,"Savings account offering about 1.33% interest rate, ideal for low-risk savings and emergency funds."
556,insurance,0.002254260943558,2,0,20000,Insurance policy product providing financial protection against unexpected events.
557,savings_account,0.0109074813771903,1,0,40000,"Savings account offering about 1.09% interest rate, ideal for low-risk savings and emergency funds."
558,savings_account,0.0208306390129354,1,0,20000,"Savings account offering about 2.08% interest rate, ideal for low-risk savings and emergency funds."
559,installment_loan,0.1557669920595991,3,0,40000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
560,savings_account,0.0259651238648974,1,0,60000,"Savings account offering about 2.60% interest rate, ideal for low-risk savings and emergency funds."
561,installment_loan,0.1429300113081977,3,25,40000,"Installment loan with approximately 14.3% APR and annual fee 25 USD, suitable for medium to large purchases."
562,installment_loan,0.1539147670461144,3,0,80000,"Installment loan with approximately 15.4% APR and annual fee 0 USD, suitable for medium to large purchases."
563,installment_loan,0.1466769966295336,3,0,40000,"Installment loan with approximately 14.7% APR and annual fee 0 USD, suitable for medium to large purchases."
564,savings_account,0.0238547955453783,1,100,20000,"Savings account offering about 2.39% interest rate, ideal for low-risk savings and emergency funds."
565,installment_loan,0.1533854811052911,3,25,40000,"Installment loan with approximately 15.3% APR and annual fee 25 USD, suitable for medium to large purchases."
566,insurance,0.0,2,25,20000,Insurance policy product providing financial protection against unexpected events.
567,savings_account,0.0244266768552804,1,0,80000,"Savings account offering about 2.44% interest rate, ideal for low-risk savings and emergency funds."
568,savings_account,0.0173431848776546,1,25,80000,"Savings account offering about 1.73% interest rate, ideal for low-risk savings and emergency funds."
569,insurance,0.0,2,50,80000,Insurance policy product providing financial protection against unexpected events.
570,savings_account,0.047331534049198,1,25,60000,"Savings account offering about 4.73% interest rate, ideal for low-risk savings and emergency funds."
571,credit_card,0.1989562763857073,4,0,40000,"Credit card product with around 19.9% APR and annual fee 0 USD, designed for everyday spending."
572,credit_card,0.2084874761444599,4,25,60000,"Credit card product with around 20.8% APR and annual fee 25 USD, designed for everyday spending."
573,credit_card,0.1947513972161101,4,0,20000,"Credit card product with around 19.5% APR and annual fee 0 USD, designed for everyday spending."
574,installment_loan,0.128993825593482,3,50,80000,"Installment loan with approximately 12.9% APR and annual fee 50 USD, suitable for medium to large purchases."
575,credit_card,0.1906972494874627,4,25,20000,"Credit card product with around 19.1% APR and annual fee 25 USD, designed for everyday spending."
576,credit_card,0.186009914767995,4,0,20000,"Credit card product with around 18.6% APR and annual fee 0 USD, designed for everyday spending."
577,installment_loan,0.1466929907377704,3,25,60000,"Installment loan with approximately 14.7% APR and annual fee 25 USD, suitable for medium to large purchases."
578,insurance,0.0219111260425921,2,50,20000,Insurance policy product providing financial protection against unexpected events.
579,savings_account,0.0331586242649675,1,25,40000,"Savings account offering about 3.32% interest rate, ideal for low-risk savings and emergency funds."
580,installment_loan,0.1434087630349232,3,0,40000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
581,savings_account,0.0352513770625752,1,25,60000,"Savings account offering about 3.53% interest rate, ideal for low-risk savings and emergency funds."
582,savings_account,0.0296617135578014,1,50,60000,"Savings account offering about 2.97% interest rate, ideal for low-risk savings and emergency funds."
583,credit_card,0.190270993289282,4,0,60000,"Credit card product with around 19.0% APR and annual fee 0 USD, designed for everyday spending."
584,savings_account,0.0184304262647136,1,0,60000,"Savings account offering about 1.84% interest rate, ideal for low-risk savings and emergency funds."
585,credit_card,0.2067549548753031,4,0,80000,"Credit card product with around 20.7% APR and annual fee 0 USD, designed for everyday spending."
586,savings_account,0.0164038277358578,1,50,20000,"Savings account offering about 1.64% interest rate, ideal for low-risk savings and emergency funds."
587,installment_loan,0.1490777928121622,3,0,80000,"Installment loan with approximately 14.9% APR and annual fee 0 USD, suitable for medium to large purchases."
588,savings_account,0.0244805876662914,1,0,40000,"Savings account offering about 2.45% interest rate, ideal for low-risk savings and emergency funds."
589,savings_account,0.0269404252817961,1,25,20000,"Savings account offering about 2.69% interest rate, ideal for low-risk savings and emergency funds."
590,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
591,insurance,0.0,2,25,40000,Insurance policy product providing financial protection against unexpected events.
592,credit_card,0.1935992108850156,4,25,20000,"Credit card product with around 19.4% APR and annual fee 25 USD, designed for everyday spending."
593,installment_loan,0.1759016756880956,3,0,40000,"Installment loan with approximately 17.6% APR and annual fee 0 USD, suitable for medium to large purchases."
594,installment_loan,0.1284905039591019,3,50,40000,"Installment loan with approximately 12.8% APR and annual fee 50 USD, suitable for medium to large purchases."
595,installment_loan,0.1624463533100298,3,0,20000,"Installment loan with approximately 16.2% APR and annual fee 0 USD, suitable for medium to large purchases."
596,installment_loan,0.1484970308714761,3,0,60000,"Installment loan with approximately 14.8% APR and annual fee 0 USD, suitable for medium to large purchases."
597,credit_card,0.2013664847501267,4,0,80000,"Credit card product with around 20.1% APR and annual fee 0 USD, designed for everyday spending."
598,installment_loan,0.1542954363527694,3,0,60000,"Installment loan with approximately 15.4% APR and annual fee 0 USD, suitable for medium to large purchases."
599,savings_account,0.0285712011816118,1,0,80000,"Savings account offering about 2.86% interest rate, ideal for low-risk savings and emergency funds."
600,savings_account,0.0145817229708634,1,0,20000,"Savings account offering about 1.46% interest rate, ideal for low-risk savings and emergency funds."
601,insurance,0.0070556263435642,2,0,40000,Insurance policy product providing financial protection against unexpected events.
602,savings_account,0.0394226364227878,1,25,40000,"Savings account offering about 3.94% interest rate, ideal for low-risk savings and emergency funds."
603,savings_account,0.0079654505462788,1,0,40000,"Savings account offering about 0.80% interest rate, ideal for low-risk savings and emergency funds."
604,savings_account,0.0388463875571144,1,0,80000,"Savings account offering about 3.88% interest rate, ideal for low-risk savings and emergency funds."
605,credit_card,0.1892356572968837,4,100,80000,"Credit card product with around 18.9% APR and annual fee 100 USD, designed for everyday spending."
606,credit_card,0.1749946302690448,4,25,60000,"Credit card product with around 17.5% APR and annual fee 25 USD, designed for everyday spending."
607,installment_loan,0.1353446329015852,3,25,80000,"Installment loan with approximately 13.5% APR and annual fee 25 USD, suitable for medium to large purchases."
608,savings_account,0.0301267301026343,1,25,20000,"Savings account offering about 3.01% interest rate, ideal for low-risk savings and emergency funds."
609,savings_account,0.0222060505395629,1,0,20000,"Savings account offering about 2.22% interest rate, ideal for low-risk savings and emergency funds."
610,credit_card,0.2136645328928626,4,0,20000,"Credit card product with around 21.4% APR and annual fee 0 USD, designed for everyday spending."
611,credit_card,0.2091085413740058,4,50,40000,"Credit card product with around 20.9% APR and annual fee 50 USD, designed for everyday spending."
612,savings_account,0.0205464729789491,1,0,80000,"Savings account offering about 2.05% interest rate, ideal for low-risk savings and emergency funds."
613,credit_card,0.2125227661945512,4,0,40000,"Credit card product with around 21.3% APR and annual fee 0 USD, designed for everyday spending."
614,credit_card,0.1991919571718452,4,0,20000,"Credit card product with around 19.9% APR and annual fee 0 USD, designed for everyday spending."
615,credit_card,0.2010254769496363,4,0,40000,"Credit card product with around 20.1% APR and annual fee 0 USD, designed for everyday spending."
616,credit_card,0.1905728198435524,4,0,40000,"Credit card product with around 19.1% APR and annual fee 0 USD, designed for everyday spending."
617,credit_card,0.1951046270927962,4,0,60000,"Credit card product with around 19.5% APR and annual fee 0 USD, designed for everyday spending."
618,credit_card,0.1942466151823659,4,0,60000,"Credit card product with around 19.4% APR and annual fee 0 USD, designed for everyday spending."
619,credit_card,0.1866881144938142,4,0,40000,"Credit card product with around 18.7% APR and annual fee 0 USD, designed for everyday spending."
620,insurance,0.0,2,25,40000,Insurance policy product providing financial protection against unexpected events.
621,credit_card,0.19556883743925,4,25,20000,"Credit card product with around 19.6% APR and annual fee 25 USD, designed for everyday spending."
622,installment_loan,0.1610854483099017,3,25,20000,"Installment loan with approximately 16.1% APR and annual fee 25 USD, suitable for medium to large purchases."
623,installment_loan,0.1507620888131425,3,25,60000,"Installment loan with approximately 15.1% APR and annual fee 25 USD, suitable for medium to large purchases."
624,savings_account,0.0054924755559977,1,100,20000,"Savings account offering about 0.55% interest rate, ideal for low-risk savings and emergency funds."
625,installment_loan,0.1502981773865381,3,0,20000,"Installment loan with approximately 15.0% APR and annual fee 0 USD, suitable for medium to large purchases."
626,savings_account,0.0032742863033167,1,25,40000,"Savings account offering about 0.33% interest rate, ideal for low-risk savings and emergency funds."
627,savings_account,0.024345403311182,1,0,20000,"Savings account offering about 2.43% interest rate, ideal for low-risk savings and emergency funds."
628,installment_loan,0.1477485837143856,3,25,80000,"Installment loan with approximately 14.8% APR and annual fee 25 USD, suitable for medium to large purchases."
629,savings_account,0.0229160581717899,1,0,60000,"Savings account offering about 2.29% interest rate, ideal for low-risk savings and emergency funds."
630,installment_loan,0.1613169251799399,3,25,60000,"Installment loan with approximately 16.1% APR and annual fee 25 USD, suitable for medium to large purchases."
631,insurance,0.0062347283023385,2,0,80000,Insurance policy product providing financial protection against unexpected events.
632,installment_loan,0.1509842616732126,3,0,40000,"Installment loan with approximately 15.1% APR and annual fee 0 USD, suitable for medium to large purchases."
633,savings_account,0.0245135305356114,1,0,80000,"Savings account offering about 2.45% interest rate, ideal for low-risk savings and emergency funds."
634,savings_account,0.0106514343501779,1,0,40000,"Savings account offering about 1.07% interest rate, ideal for low-risk savings and emergency funds."
635,savings_account,0.0354374436818795,1,50,80000,"Savings account offering about 3.54% interest rate, ideal for low-risk savings and emergency funds."
636,savings_account,0.0172065954143862,1,25,60000,"Savings account offering about 1.72% interest rate, ideal for low-risk savings and emergency funds."
637,savings_account,0.0175220003950081,1,0,80000,"Savings account offering about 1.75% interest rate, ideal for low-risk savings and emergency funds."
638,credit_card,0.2170741513251739,4,0,20000,"Credit card product with around 21.7% APR and annual fee 0 USD, designed for everyday spending."
639,installment_loan,0.146871529601436,3,25,60000,"Installment loan with approximately 14.7% APR and annual fee 25 USD, suitable for medium to large purchases."
640,insurance,0.0006429888397055,2,25,80000,Insurance policy product providing financial protection against unexpected events.
641,credit_card,0.2080730982310309,4,0,40000,"Credit card product with around 20.8% APR and annual fee 0 USD, designed for everyday spending."
642,insurance,0.0076489422711966,2,100,80000,Insurance policy product providing financial protection against unexpected events.
643,savings_account,0.0290071389224159,1,0,60000,"Savings account offering about 2.90% interest rate, ideal for low-risk savings and emergency funds."
644,insurance,0.0,2,25,80000,Insurance policy product providing financial protection against unexpected events.
645,credit_card,0.1918038650418497,4,50,40000,"Credit card product with around 19.2% APR and annual fee 50 USD, designed for everyday spending."
646,credit_card,0.2015540851759104,4,50,40000,"Credit card product with around 20.2% APR and annual fee 50 USD, designed for everyday spending."
647,credit_card,0.2012398861949027,4,25,20000,"Credit card product with around 20.1% APR and annual fee 25 USD, designed for everyday spending."
648,credit_card,0.2048624627850756,4,0,80000,"Credit card product with around 20.5% APR and annual fee 0 USD, designed for everyday spending."
649,installment_loan,0.1471846866470662,3,0,40000,"Installment loan with approximately 14.7% APR and annual fee 0 USD, suitable for medium to large purchases."
650,installment_loan,0.1557669392004574,3,0,80000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
651,insurance,0.0005889257495417,2,50,60000,Insurance policy product providing financial protection against unexpected events.
652,credit_card,0.2080816584692639,4,50,20000,"Credit card product with around 20.8% APR and annual fee 50 USD, designed for everyday spending."
653,installment_loan,0.1460530457687589,3,50,20000,"Installment loan with approximately 14.6% APR and annual fee 50 USD, suitable for medium to large purchases."
654,installment_loan,0.1577239360596761,3,0,40000,"Installment loan with approximately 15.8% APR and annual fee 0 USD, suitable for medium to large purchases."
655,installment_loan,0.1465765788450611,3,50,40000,"Installment loan with approximately 14.7% APR and annual fee 50 USD, suitable for medium to large purchases."
656,credit_card,0.2101242322469221,4,0,60000,"Credit card product with around 21.0% APR and annual fee 0 USD, designed for everyday spending."
657,credit_card,0.2192917436954606,4,50,60000,"Credit card product with around 21.9% APR and annual fee 50 USD, designed for everyday spending."
